"x1","x2","번호","지역","지역2","순위","차수","수익률","투자기간","등급","모집금액","투자인원","TARGET"
"제764차 양천 신정동 대림아크로빌 담보대출#1순위","수익률(연)9%?투자기간6개월?등급A2?모집금액4억9,000만원?투자인원868명",764,"양천","신정동",1,1,9,6,"A2",49000,868,"상환완료"
"제763차 이천 창전동 오피스텔 신축사업 21차#1순위","수익률(연)13%?투자기간11개월?등급C1?모집금액1억원?투자인원178명",763,"이천","창전동",1,21,13,11,"C1",10000,178,"상환완료"
"제761차 인천 심곡동 오피스텔 신축 12차#1순위","수익률(연)11.9%?투자기간6개월?등급A3?모집금액2억5,000만원?투자인원392명",761,"인천","심곡동",1,12,11.9,6,"A3",25000,392,"상환완료"
"제760차 제주 올레시장 생활형숙박시설 신축사업 4차#1순위","수익률(연)12.49%?투자기간9개월?등급B2?모집금액3억원?투자인원598명",760,"제주","올레시장",1,4,12.49,9,"B2",30000,598,"상환완료"
"제759차 원주 세브란스 병원 인근 신축 리파이낸싱 6차#1순위","수익률(연)16%?투자기간6개월?등급B3?모집금액5억원?투자인원231명",759,"원주","세브란스",1,6,16,6,"B3",50000,231,"상환완료"
"제757차 이천 창전동 오피스텔 신축사업 20차#1순위","수익률(연)13%?투자기간11개월?등급C1?모집금액5,000만원?투자인원140명",757,"이천","창전동",1,20,13,11,"C1",5000,140,"상환완료"
"제758차 성북 하월곡동 월곡두산위브아파트 담보대출#2순위","수익률(연)9%?투자기간6개월?등급A2?모집금액1억7,000만원?투자인원261명",758,"성북","하월곡동",2,1,9,6,"A2",17000,261,"상환완료"
"제756차 아산 유신빌딩 2순위 담보대출 18차#2순위","수익률(연)13.5%?투자기간6개월?등급C2?모집금액5,000만원?투자인원81명",756,"아산","유신빌딩",2,18,13.5,6,"C2",5000,81,"상환완료"
"제755차 가평 맹호부대 인근 다세대주택 신축사업 12차#1순위","수익률(연)12.91%?투자기간9개월?등급B3?모집금액1억원?투자인원228명",755,"가평","맹호부대",1,12,12.91,9,"B3",10000,228,"상환완료"
"제753차 인천 심곡동 오피스텔 신축 11차#1순위","수익률(연)11.9%?투자기간6개월?등급A3?모집금액3억원?투자인원474명",753,"인천","심곡동",1,11,11.9,6,"A3",30000,474,"상환완료"
"제752차 원주 세브란스 병원 인근 신축 리파이낸싱 5차#1순위","수익률(연)16%?투자기간6개월?등급B3?모집금액10억원?투자인원423명",752,"원주","세브란스",1,5,16,6,"B3",1e+05,423,"상환완료"
"제751차 서초 양재동 대흥아파트 담보대출#2순위","수익률(연)9.5%?투자기간6개월?등급A3?모집금액1억3,000만원?투자인원284명",751,"서초","양재동",2,1,9.5,6,"A3",13000,284,"상환완료"
"제750차 서초 신원동 서초포레스타5단지아파트 담보대출#2순위","수익률(연)8.5%?투자기간6개월?등급A1?모집금액5,000만원?투자인원86명",750,"서초","신원동",2,1,8.5,6,"A1",5000,86,"상환완료"
"제748차 인천 심곡동 오피스텔 신축 10차#1순위","수익률(연)11.9%?투자기간6개월?등급A3?모집금액3억원?투자인원531명",748,"인천","심곡동",1,10,11.9,6,"A3",30000,531,"상환완료"
"제747차 제주 올레시장 생활형숙박시설 신축사업 3차#1순위","수익률(연)12.49%?투자기간9개월?등급B2?모집금액3억5,000만원?투자인원621명",747,"제주","올레시장",1,3,12.49,9,"B2",35000,621,"상환완료"
"제746차 원주 세브란스 병원 인근 신축 리파이낸싱 4차#1순위","수익률(연)16%?투자기간6개월?등급B3?모집금액4억5,000만원?투자인원334명",746,"원주","세브란스",1,4,16,6,"B3",45000,334,"상환완료"
"제745차 가평 조종초등학교 인근 리버빌 2차 신축사업 6차#1순위","수익률(연)13%?투자기간11개월?등급B3?모집금액2억원?투자인원384명",745,"가평","조종초등학교",1,6,13,11,"B3",20000,384,"상환완료"
"제744차 부산 해운대구 두산위브더제니스 담보대출#1순위","수익률(연)9%?투자기간6개월?등급A2?모집금액1억3,000만원?투자인원80명",744,"부산","해운대구",1,1,9,6,"A2",13000,80,"상환완료"
"제743차 서울 강북 수유동 공동주택 신축사업 6차#1순위","수익률(연)12.49%?투자기간10개월?등급B2?모집금액2억원?투자인원347명",743,"서울","강북",1,6,12.49,10,"B2",20000,347,"상환완료"
"제742차 이천 창전동 오피스텔 신축사업 19차#1순위","수익률(연)13%?투자기간11개월?등급C1?모집금액1억원?투자인원170명",742,"이천","창전동",1,19,13,11,"C1",10000,170,"상환완료"
"제741차 가평 맹호부대 인근 다세대주택 신축사업 11차#1순위","수익률(연)12.91%?투자기간9개월?등급B3?모집금액2억원?투자인원378명",741,"가평","맹호부대",1,11,12.91,9,"B3",20000,378,"상환완료"
"제740차 원주 세브란스 병원 인근 신축 리파이낸싱 3차#1순위","수익률(연)16%?투자기간6개월?등급B3?모집금액5억원?투자인원679명",740,"원주","세브란스",1,3,16,6,"B3",50000,679,"상환완료"
"제739차 아산 유신빌딩2순위 담보대출 17차#2순위","수익률(연)13.5%?투자기간6개월?등급C2?모집금액5,000만원?투자인원113명",739,"아산","유신빌딩2순위",2,17,13.5,6,"C2",5000,113,"상환완료"
"제738차 고양 신원동 신원마을아파트 담보대출#2순위","수익률(연)9%?투자기간6개월?등급A2?모집금액8,000만원?투자인원112명",738,"고양","신원동",2,1,9,6,"A2",8000,112,"상환완료"
"제737차 이천 창전동 오피스텔 신축사업 18차#1순위","수익률(연)13%?투자기간11개월?등급C1?모집금액1억원?투자인원248명",737,"이천","창전동",1,18,13,11,"C1",10000,248,"상환완료"
"제736차 가평 조종초등학교 인근 리버빌 2차 신축사업 5차#1순위","수익률(연)13%?투자기간11개월?등급B3?모집금액2억원?투자인원338명",736,"가평","조종초등학교",1,5,13,11,"B3",20000,338,"상환완료"
"제735차 원주 세브란스 병원 인근 신축 리파이낸싱 2차#1순위","수익률(연)16%?투자기간6개월?등급B3?모집금액5억원?투자인원687명",735,"원주","세브란스",1,2,16,6,"B3",50000,687,"상환완료"
"제734차 판교동 판교원마을10단지힐스테이트 빌라 담보대출#2순위","수익률(연)9%?투자기간6개월?등급A2?모집금액1억4,000만원?투자인원60명",734,"판교동","판교원마을10단지힐스테이트",2,1,9,6,"A2",14000,60,"상환완료"
"제733차 이천 창전동 오피스텔 신축사업 17차#1순위","수익률(연)13%?투자기간11개월?등급C1?모집금액1억원?투자인원197명",733,"이천","창전동",1,17,13,11,"C1",10000,197,"상환완료"
"제732차 서산 테크노밸리 근린생활시설 신축사업 19차#1순위","수익률(연)14.5%?투자기간13개월?등급C3?모집금액1억원?투자인원171명",732,"서산","테크노밸리",1,19,14.5,13,"C3",10000,171,"상환완료"
"제731차 원주 세브란스 병원 인근 신축 리파이낸싱 1차#1순위","수익률(연)16%?투자기간6개월?등급B3?모집금액5억원?투자인원657명",731,"원주","세브란스",1,1,16,6,"B3",50000,657,"상환완료"
"제729차 합천아파트 신축사업 16차#1순위","수익률(연)12.98%?투자기간12개월?등급B2?모집금액1억원?투자인원200명",729,"합천아파트","신축사업",1,16,12.98,12,"B2",10000,200,"상환완료"
"제728차 노원 중계동 삼성아파트 담보대출#2순위","수익률(연)9%?투자기간6개월?등급A2?모집금액1억1,000만원?투자인원195명",728,"노원","중계동",2,1,9,6,"A2",11000,195,"상환완료"
"제727차 서산 테크노밸리 근린생활시설 신축사업 18차#1순위","수익률(연)14.5%?투자기간13개월?등급C3?모집금액1억원?투자인원154명",727,"서산","테크노밸리",1,18,14.5,13,"C3",10000,154,"상환완료"
"제726차 이천 창전동 오피스텔 신축사업 16차#1순위","수익률(연)13%?투자기간11개월?등급C1?모집금액1억원?투자인원188명",726,"이천","창전동",1,16,13,11,"C1",10000,188,"상환완료"
"제725차 캠프 험프리 미군 렌탈하우스C 신축사업 10차#1순위","수익률(연)13.1%?투자기간9개월?등급C1?모집금액3억원?투자인원439명",725,"캠프","험프리",1,10,13.1,9,"C1",30000,439,"상환완료"
"제724차 합천아파트 신축사업 15차#1순위","수익률(연)12.98%?투자기간12개월?등급B2?모집금액1억원?투자인원164명",724,"합천아파트","신축사업",1,15,12.98,12,"B2",10000,164,"상환완료"
"제723차 경기 반송동 동탄경남아너스빌아파트 담보대출#2순위","수익률(연)9%?투자기간6개월?등급A2?모집금액7,000만원?투자인원83명",723,"경기","반송동",2,1,9,6,"A2",7000,83,"상환완료"
"제722차 인천 송도동 글로벌캠퍼스푸르지오아파트 담보대출#1순위","수익률(연)9%?투자기간6개월?등급A2?모집금액4억8,000만원?투자인원745명",722,"인천","송도동",1,1,9,6,"A2",48000,745,"상환완료"
"제721차 서산 테크노밸리 근린생활시설 신축사업 17차#1순위","수익률(연)14.5%?투자기간13개월?등급C3?모집금액5,000만원?투자인원73명",721,"서산","테크노밸리",1,17,14.5,13,"C3",5000,73,"상환완료"
"제720차 이천 창전동 오피스텔 신축사업 15차#1순위","수익률(연)13%?투자기간11개월?등급C1?모집금액1억원?투자인원178명",720,"이천","창전동",1,15,13,11,"C1",10000,178,"상환완료"
"제719차 아산 유신빌딩 2순위 담보대출 16차#2순위","수익률(연)13.5%?투자기간6개월?등급C2?모집금액5,000만원?투자인원81명",719,"아산","유신빌딩",2,16,13.5,6,"C2",5000,81,"상환완료"
"제718차 합천아파트 신축사업 14차#1순위","수익률(연)12.98%?투자기간12개월?등급B2?모집금액1억원?투자인원139명",718,"합천아파트","신축사업",1,14,12.98,12,"B2",10000,139,"상환완료"
"제717차 용인 동천동 다세대주택 신축사업 7차#1순위","수익률(연)12.63%?투자기간10개월?등급B2?모집금액1억원?투자인원211명",717,"용인","동천동",1,7,12.63,10,"B2",10000,211,"상환완료"
"제716차 인천 송도동 더샵그린워크1차아파트 담보대출#1순위","수익률(연)9%?투자기간6개월?등급A2?모집금액3억6,000만원?투자인원456명",716,"인천","송도동",1,1,9,6,"A2",36000,456,"상환완료"
"제715차 서산 테크노밸리 근린생활시설 신축사업 16차#1순위","수익률(연)14.5%?투자기간13개월?등급C3?모집금액1억원?투자인원188명",715,"서산","테크노밸리",1,16,14.5,13,"C3",10000,188,"상환완료"
"제714차 이천 창전동 오피스텔 신축사업 14차#1순위","수익률(연)13%?투자기간11개월?등급C1?모집금액1억원?투자인원156명",714,"이천","창전동",1,14,13,11,"C1",10000,156,"상환완료"
"제713차 아산 유신빌딩 2순위 담보대출 15차#2순위","수익률(연)13.5%?투자기간6개월?등급C2?모집금액5,000만원?투자인원88명",713,"아산","유신빌딩",2,15,13.5,6,"C2",5000,88,"상환완료"
"제712차 합천아파트 신축사업 13차#1순위","수익률(연)12.98%?투자기간12개월?등급B2?모집금액1억원?투자인원142명",712,"합천아파트","신축사업",1,13,12.98,12,"B2",10000,142,"상환완료"
"제711차 용인 동천동 다세대주택 신축사업 6차#1순위","수익률(연)12.63%?투자기간10개월?등급B2?모집금액2억원?투자인원307명",711,"용인","동천동",1,6,12.63,10,"B2",20000,307,"상환완료"
"제710차 서산 테크노밸리 근린생활시설 신축사업 15차#1순위","수익률(연)14.5%?투자기간14개월?등급C3?모집금액1억원?투자인원120명",710,"서산","테크노밸리",1,15,14.5,14,"C3",10000,120,"상환완료"
"제709차 이천 창전동 오피스텔 신축사업 13차#1순위","수익률(연)13%?투자기간12개월?등급C1?모집금액1억원?투자인원156명",709,"이천","창전동",1,13,13,12,"C1",10000,156,"상환완료"
"제708차 용인 동천동 다세대주택 신축사업 5차#1순위","수익률(연)12.63%?투자기간10개월?등급B2?모집금액2억원?투자인원329명",708,"용인","동천동",1,5,12.63,10,"B2",20000,329,"상환완료"
"제707차 송파 잠실동 주공아파트5단지 담보대출#2순위","수익률(연)8.5%?투자기간6개월?등급A1?모집금액3억원?투자인원509명",707,"송파","잠실동",2,1,8.5,6,"A1",30000,509,"상환완료"
"제706차 합천아파트 신축사업 12차#1순위","수익률(연)12.98%?투자기간12개월?등급B2?모집금액1억원?투자인원181명",706,"합천아파트","신축사업",1,12,12.98,12,"B2",10000,181,"상환완료"
"제705차 용인 메종 포레스트 타운하우스 B 신축 7차#1순위","수익률(연)12.84%?투자기간5개월?등급B3?모집금액4억원?투자인원693명",705,"용인","메종",1,7,12.84,5,"B3",40000,693,"상환완료"
"제704차 용인 메종 포레스트 타운하우스 A 신축 6차#1순위","수익률(연)12.56%?투자기간5개월?등급B2?모집금액4억원?투자인원691명",704,"용인","메종",1,6,12.56,5,"B2",40000,691,"상환완료"
"제703차 인천 송도동 더샵그린워크2차아파트 담보대출#2순위","수익률(연)8.5%?투자기간6개월?등급A1?모집금액8,000만원?투자인원112명",703,"인천","송도동",2,1,8.5,6,"A1",8000,112,"상환완료"
"제702차 이천 창전동 오피스텔 신축사업 12차#1순위","수익률(연)13%?투자기간12개월?등급C1?모집금액1억원?투자인원183명",702,"이천","창전동",1,12,13,12,"C1",10000,183,"상환완료"
"제701차 서산 테크노밸리 근린생활시설 신축사업 14차#1순위","수익률(연)14.5%?투자기간14개월?등급C3?모집금액1억원?투자인원206명",701,"서산","테크노밸리",1,14,14.5,14,"C3",10000,206,"상환완료"
"제700차 강남 삼성동 삼성동지웰 빌라트 담보대출#1순위","수익률(연)9%?투자기간6개월?등급A2?모집금액7억2,000만원?투자인원1,155명",700,"강남","삼성동",1,1,9,6,"A2",72000,1155,"상환완료"
"제699차 서초 우면동 코오롱아파트 담보대출#2순위","수익률(연)9%?투자기간6개월?등급A2?모집금액1억원?투자인원121명",699,"서초","우면동",2,1,9,6,"A2",10000,121,"상환완료"
"제698차 합천아파트 신축사업 11차#1순위","수익률(연)12.98%?투자기간12개월?등급B2?모집금액5,000만원?투자인원88명",698,"합천아파트","신축사업",1,11,12.98,12,"B2",5000,88,"상환완료"
"제696차 서산 테크노밸리 근린생활시설 신축사업 13차#1순위","수익률(연)14.5%?투자기간14개월?등급C3?모집금액8,000만원?투자인원139명",696,"서산","테크노밸리",1,13,14.5,14,"C3",8000,139,"상환완료"
"제695차 합천아파트 신축사업 10차#1순위","수익률(연)12.98%?투자기간12개월?등급B2?모집금액5,000만원?투자인원108명",695,"합천아파트","신축사업",1,10,12.98,12,"B2",5000,108,"상환완료"
"제694차 이천 창전동 오피스텔 신축사업 11차#1순위","수익률(연)13%?투자기간12개월?등급C1?모집금액5,000만원?투자인원120명",694,"이천","창전동",1,11,13,12,"C1",5000,120,"상환완료"
"제693차 성남 창곡동 위례자연앤센트럴자이아파트 담보대출#2순위","수익률(연)9%?투자기간6개월?등급A2?모집금액1억원?투자인원212명",693,"성남","창곡동",2,1,9,6,"A2",10000,212,"상환완료"
"제692차 서초 잠원동 블루힐하우스아파트 담보대출#2순위","수익률(연)9%?투자기간6개월?등급A2?모집금액2억원?투자인원426명",692,"서초","잠원동",2,1,9,6,"A2",20000,426,"상환완료"
"제690차 합천아파트 신축사업 9차#1순위","수익률(연)12.98%?투자기간12개월?등급B2?모집금액5,000만원?투자인원82명",690,"합천아파트","신축사업",1,9,12.98,12,"B2",5000,82,"상환완료"
"제689차 아산 유신빌딩 2순위 담보대출 14차#2순위","수익률(연)13.5%?투자기간7개월?등급C2?모집금액5,000만원?투자인원76명",689,"아산","유신빌딩",2,14,13.5,7,"C2",5000,76,"상환완료"
"제688차 이천 창전동 오피스텔 신축사업 10차#1순위","수익률(연)13%?투자기간12개월?등급C1?모집금액1억원?투자인원211명",688,"이천","창전동",1,10,13,12,"C1",10000,211,"상환완료"
"제687차 용인 메종 포레스트 타운하우스 C 신축 7차#1순위","수익률(연)12.42%?투자기간8개월?등급B2?모집금액4억원?투자인원695명",687,"용인","메종",1,7,12.42,8,"B2",40000,695,"상환완료"
"제686차 용인 죽전동 죽전힐스테이트4차1단지아파트 담보대출#2순위","수익률(연)9%?투자기간6개월?등급A2?모집금액1억3,500만원?투자인원339명",686,"용인","죽전동",2,1,9,6,"A2",13500,339,"상환완료"
"제685차 서초 서초동 로얄파크 빌라트담보대출#2순위","수익률(연)9.5%?투자기간6개월?등급A3?모집금액1억원?투자인원248명",685,"서초","서초동",2,1,9.5,6,"A3",10000,248,"상환완료"
"제684차 서산 테크노밸리 근린생활시설 신축사업 12차#1순위","수익률(연)14.5%?투자기간14개월?등급C3?모집금액5,000만원?투자인원83명",684,"서산","테크노밸리",1,12,14.5,14,"C3",5000,83,"상환완료"
"제683차 용인 메종 포레스트 타운하우스 D 신축 4차#1순위","수익률(연)12.42%?투자기간8개월?등급B2?모집금액4억원?투자인원667명",683,"용인","메종",1,4,12.42,8,"B2",40000,667,"상환완료"
"제682차 서산 테크노밸리 근린생활시설 신축사업 11차#1순위","수익률(연)14.5%?투자기간14개월?등급C3?모집금액5,000만원?투자인원114명",682,"서산","테크노밸리",1,11,14.5,14,"C3",5000,114,"상환완료"
"제681차 제주 용수리 타운하우스 신축사업 5차#1순위","수익률(연)13.5%?투자기간11개월?등급B2?모집금액3억원?투자인원532명",681,"제주","용수리",1,5,13.5,11,"B2",30000,532,"상환완료"
"제680차 용산 청파동 백산빌라 담보대출#1순위","수익률(연)9%?투자기간6개월?등급A2?모집금액3억5,000만원?투자인원711명",680,"용산","청파동",1,1,9,6,"A2",35000,711,"상환완료"
"제679차 부산 우동 해운대한신휴플러스아파트 담보대출#2순위","수익률(연)9%?투자기간6개월?등급A2?모집금액1억2,000만원?투자인원196명",679,"부산","우동",2,1,9,6,"A2",12000,196,"상환완료"
"제678차 합천아파트 신축사업 8차#1순위","수익률(연)12.98%?투자기간12개월?등급B2?모집금액5,000만원?투자인원122명",678,"합천아파트","신축사업",1,8,12.98,12,"B2",5000,122,"상환완료"
"제677차 수원 정자동 동신아파트 담보대출#1순위","수익률(연)9.5%?투자기간6개월?등급A3?모집금액1억3,500만원?투자인원247명",677,"수원","정자동",1,1,9.5,6,"A3",13500,247,"상환완료"
"제676차 서산 테크노밸리 근린생활시설 신축사업 10차#1순위","수익률(연)14.5%?투자기간14개월?등급C3?모집금액5,000만원?투자인원116명",676,"서산","테크노밸리",1,10,14.5,14,"C3",5000,116,"상환완료"
"제675차 이천 신둔도예촌역 인근 다세대 신축사업 4차#1순위","수익률(연)14%?투자기간10개월?등급B2?모집금액3억원?투자인원568명",675,"이천","신둔도예촌역",1,4,14,10,"B2",30000,568,"상환완료"
"제674차 합천아파트 신축사업 7차#1순위","수익률(연)12.98%?투자기간12개월?등급B2?모집금액5,000만원?투자인원88명",674,"합천아파트","신축사업",1,7,12.98,12,"B2",5000,88,"상환완료"
"제672차 부산 사직동 사직롯데캐슬더클래식아파트 담보대출#2순위","수익률(연)9%?투자기간6개월?등급A2?모집금액1억5,000만원?투자인원279명",672,"부산","사직동",2,1,9,6,"A2",15000,279,"상환완료"
"제671차 제주시내 근교 다세대 신축사업 10차#1순위","수익률(연)12.9%?투자기간8개월?등급B2?모집금액2억원?투자인원376명",671,"제주시내","근교",1,10,12.9,8,"B2",20000,376,"상환완료"
"제670차 서귀포혁신도시 인근 연립 신축사업 2순위 3차#2순위","수익률(연)15.8%?투자기간6개월?등급D2?모집금액1억5,000만원?투자인원283명",670,"서귀포혁신도시","인근",2,3,15.8,6,"D2",15000,283,"상환완료"
"제669차 캠프 험프리 미군 렌탈하우스A 신축사업 11차#1순위","수익률(연)13.1%?투자기간8개월?등급C1?모집금액1억원?투자인원205명",669,"캠프","험프리",1,11,13.1,8,"C1",10000,205,"상환완료"
"제668차 아산 유신빌딩 2순위 담보대출 13차#2순위","수익률(연)13.5%?투자기간7개월?등급C2?모집금액5,000만원?투자인원105명",668,"아산","유신빌딩",2,13,13.5,7,"C2",5000,105,"상환완료"
"제667차 캠프 험프리 미군 렌탈하우스C 신축사업 9차#1순위","수익률(연)13.1%?투자기간9개월?등급C1?모집금액3억원?투자인원461명",667,"캠프","험프리",1,9,13.1,9,"C1",30000,461,"상환완료"
"제666차 캠프 험프리 미군 렌탈하우스B 신축사업 13차#1순위","수익률(연)13.3%?투자기간8개월?등급C1?모집금액3억원?투자인원562명",666,"캠프","험프리",1,13,13.3,8,"C1",30000,562,"상환완료"
"제665차 마포 대흥동 마포자이2차아파트 담보대출#2순위","수익률(연)9%?투자기간6개월?등급A2?모집금액1억5,000만원?투자인원177명",665,"마포","대흥동",2,1,9,6,"A2",15000,177,"상환완료"
"제664차 서산 테크노밸리 근린생활시설 신축사업 9차#1순위","수익률(연)14.5%?투자기간14개월?등급C3?모집금액5,000만원?투자인원81명",664,"서산","테크노밸리",1,9,14.5,14,"C3",5000,81,"상환완료"
"제663차 가평 조종초등학교 인근 리버빌2차 신축사업 4차#1순위","수익률(연)13%?투자기간11개월?등급B3?모집금액2억원?투자인원363명",663,"가평","조종초등학교",1,4,13,11,"B3",20000,363,"상환완료"
"제662차 합천아파트 신축사업 6차#1순위","수익률(연)12.98%?투자기간12개월?등급B2?모집금액5,000만원?투자인원126명",662,"합천아파트","신축사업",1,6,12.98,12,"B2",5000,126,"상환완료"
"제661차 용인 메종 포레스트 타운하우스 C 신축 6차#1순위","수익률(연)12.42%?투자기간9개월?등급B2?모집금액5,000만원?투자인원96명",661,"용인","메종",1,6,12.42,9,"B2",5000,96,"상환완료"
"제660차 강남 세곡동 다세대 신축사업 6차#1순위","수익률(연)11.7%?투자기간6개월?등급A3?모집금액3억원?투자인원386명",660,"강남","세곡동",1,6,11.7,6,"A3",30000,386,"상환완료"
"제658차 서산 테크노밸리 근린생활시설 신축사업 8차#1순위","수익률(연)14.5%?투자기간14개월?등급C3?모집금액5,000만원?투자인원117명",658,"서산","테크노밸리",1,8,14.5,14,"C3",5000,117,"상환완료"
"제657차 서귀포혁신도시 인근 연립 신축사업 2순위 2차#2순위","수익률(연)15.8%?투자기간6개월?등급D2?모집금액2억원?투자인원333명",657,"서귀포혁신도시","인근",2,2,15.8,6,"D2",20000,333,"상환완료"
"제656차 제주시내 근교 다세대 신축사업 9차#1순위","수익률(연)12.9%?투자기간8개월?등급B2?모집금액2억원?투자인원328명",656,"제주시내","근교",1,9,12.9,8,"B2",20000,328,"상환완료"
"제655차 합천아파트 신축사업 5차#1순위","수익률(연)12.98%?투자기간12개월?등급B2?모집금액5,000만원?투자인원140명",655,"합천아파트","신축사업",1,5,12.98,12,"B2",5000,140,"상환완료"
"제654차 서산 테크노밸리 근린생활시설 신축사업 7차#1순위","수익률(연)14.5%?투자기간14개월?등급C3?모집금액5,000만원?투자인원127명",654,"서산","테크노밸리",1,7,14.5,14,"C3",5000,127,"상환완료"
"제653차 대전 호동 다가구 신축사업#2순위","수익률(연)16%?투자기간13개월?등급D3?모집금액1억원?투자인원224명",653,"대전","호동",2,1,16,13,"D3",10000,224,"상환완료"
"제652차 캠프 험프리 미군 렌탈하우스B 신축사업 12차#1순위","수익률(연)13.3%?투자기간8개월?등급C1?모집금액5,000만원?투자인원104명",652,"캠프","험프리",1,12,13.3,8,"C1",5000,104,"상환완료"
"제651차 고양 신원동 신원마을호반베르디움아파트 담보대출#2순위","수익률(연)9%?투자기간6개월?등급A2?모집금액1억1,000만원?투자인원218명",651,"고양","신원동",2,1,9,6,"A2",11000,218,"상환완료"
"제649차 용인 메종 포레스트 타운하우스 C 신축 5차#1순위","수익률(연)12.42%?투자기간9개월?등급B2?모집금액5,000만원?투자인원102명",649,"용인","메종",1,5,12.42,9,"B2",5000,102,"상환완료"
"제648차 송파 잠실동 트리지움아파트 담보대출#2순위","수익률(연)9.5%?투자기간6개월?등급A3?모집금액4억원?투자인원520명",648,"송파","잠실동",2,1,9.5,6,"A3",40000,520,"상환완료"
"제647차 서귀포혁신도시 인근 연립 신축사업 2순위#2순위","수익률(연)15.8%?투자기간6개월?등급D2?모집금액5,000만원?투자인원100명",647,"서귀포혁신도시","인근",2,2,15.8,6,"D2",5000,100,"상환완료"
"제646차 가평 맹호부대 인근 다세대주택 신축사업 10차#1순위","수익률(연)12.91%?투자기간10개월?등급B3?모집금액5,000만원?투자인원143명",646,"가평","맹호부대",1,10,12.91,10,"B3",5000,143,"상환완료"
"제645차 합천아파트 신축사업 4차#1순위","수익률(연)12.98%?투자기간12개월?등급B2?모집금액1억원?투자인원255명",645,"합천아파트","신축사업",1,4,12.98,12,"B2",10000,255,"상환완료"
"제644차 인천 송도동 송도더샵마스터뷰아파트 담보대출#2순위","수익률(연)9%?투자기간6개월?등급A2?모집금액1억원?투자인원115명",644,"인천","송도동",2,1,9,6,"A2",10000,115,"상환완료"
"제643차 가평 조종초등학교 인근 리버빌2차 신축사업 3차#1순위","수익률(연)13%?투자기간12개월?등급B3?모집금액1억원?투자인원294명",643,"가평","조종초등학교",1,3,13,12,"B3",10000,294,"상환완료"
"제642차 제주시내 근교 다세대 신축사업 8차#1순위","수익률(연)12.9%?투자기간8개월?등급B2?모집금액2억원?투자인원369명",642,"제주시내","근교",1,8,12.9,8,"B2",20000,369,"상환완료"
"제641차 용인 메종 포레스트 타운하우스 C 신축 4차#1순위","수익률(연)12.42%?투자기간9개월?등급B2?모집금액2억원?투자인원429명",641,"용인","메종",1,4,12.42,9,"B2",20000,429,"상환완료"
"제639차 서산 테크노밸리 근린생활시설 신축사업 6차#1순위","수익률(연)14.5%?투자기간14개월?등급C3?모집금액5,000만원?투자인원103명",639,"서산","테크노밸리",1,6,14.5,14,"C3",5000,103,"상환완료"
"제638차 동작 사당동 극동아파트 담보대출#2순위","수익률(연)9%?투자기간6개월?등급A2?모집금액1억2,000만원?투자인원92명",638,"동작","사당동",2,1,9,6,"A2",12000,92,"상환완료"
"제637차 가평 맹호부대 인근 다세대주택 신축사업 9차#1순위","수익률(연)12.91%?투자기간10개월?등급B3?모집금액2억원?투자인원444명",637,"가평","맹호부대",1,9,12.91,10,"B3",20000,444,"상환완료"
"제636차 서산 테크노밸리 근린생활시설 신축사업 5차#1순위","수익률(연)14.5%?투자기간14개월?등급C3?모집금액5,000만원?투자인원122명",636,"서산","테크노밸리",1,5,14.5,14,"C3",5000,122,"상환완료"
"제635차 아산 유신빌딩 2순위 담보대출 12차#2순위","수익률(연)13.5%?투자기간7개월?등급C2?모집금액5,000만원?투자인원134명",635,"아산","유신빌딩",2,12,13.5,7,"C2",5000,134,"상환완료"
"제634차 합천아파트 신축사업 3차#1순위","수익률(연)12.98%?투자기간12개월?등급B2?모집금액2억원?투자인원390명",634,"합천아파트","신축사업",1,3,12.98,12,"B2",20000,390,"상환완료"
"제633차 캠프 험프리 미군 렌탈하우스A 신축사업 10차#1순위","수익률(연)13.1%?투자기간8개월?등급C1?모집금액1억원?투자인원192명",633,"캠프","험프리",1,10,13.1,8,"C1",10000,192,"상환완료"
"제632차 과천 문원동 다가구 신축사업 3차#2순위","수익률(연)15%?투자기간8개월?등급D2?모집금액5,000만원?투자인원90명",632,"과천","문원동",2,3,15,8,"D2",5000,90,"상환완료"
"제631차 서산 테크노밸리 근린생활시설 신축사업 4차#1순위","수익률(연)14.5%?투자기간14개월?등급C3?모집금액5,000만원?투자인원93명",631,"서산","테크노밸리",1,4,14.5,14,"C3",5000,93,"상환완료"
"제630차 평택 국가산업단지 인근 다세대 신축사업 7차#1순위","수익률(연)12.77%?투자기간8개월?등급B3?모집금액2억원?투자인원355명",630,"평택","국가산업단지",1,7,12.77,8,"B3",20000,355,"상환완료"
"제629차 캠프 험프리 미군 렌탈하우스C 신축사업 8차#1순위","수익률(연)13.1%?투자기간10개월?등급C1?모집금액1억원?투자인원149명",629,"캠프","험프리",1,8,13.1,10,"C1",10000,149,"상환완료"
"제628차 아산 유신빌딩 2순위 담보대출 11차#2순위","수익률(연)13.5%?투자기간7개월?등급C2?모집금액5,000만원?투자인원84명",628,"아산","유신빌딩",2,11,13.5,7,"C2",5000,84,"상환완료"
"제627차 용인 메종 포레스트 타운하우스 C 신축 3차#1순위","수익률(연)12.42%?투자기간9개월?등급B2?모집금액2억원?투자인원378명",627,"용인","메종",1,3,12.42,9,"B2",20000,378,"상환완료"
